region,warmup_rid,start_rid,warmup_bid,warmup_count,start_bid,start_count,end_bid,end_count
0,-1,-1,89.0,0,89.0,0,121.0,3845633
3,1,2,121.0,7691787,145.0,2556978,144.0,3125000
12,10,11,146.0,13856194,168.0,196,162.0,309
16,14,15,121.0,20095116,119.0,3846154,145.0,2128195
49,47,48,168.0,6577,162.0,199,120.0,1998568
51,49,50,120.0,60718824,119.0,3846153,145.0,1056237
54,52,53,145.0,62901493,144.0,3125000,168.0,425
